lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.0878981,-75.2629699,RIDGE PIKE & OAKWYN RD;  WHITEMARSH; Station 318; 2015-12-10 @ 23:16:10;,19444,EMS: NAUSEA/VOMITING,2015/12/10 23:16,WHITEMARSH,RIDGE PIKE & OAKWYN RD,1
40.0975908,-75.2525369,BARBERRY DR & PHEASANT LN;  WHITEMARSH; Station 318; 2015-12-10 @ 23:32:46;,19444,EMS: ABDOMINAL PAINS,2015/12/10 23:32,WHITEMARSH,BARBERRY DR & PHEASANT LN,1
40.2451166,-75.6460071,HIGH ST & S EVANS ST; POTTSTOWN; 2015-12-10 @ 23:45:50;,19464,Traffic: DISABLED VEHICLE -,2015/12/10 23:45,POTTSTOWN,HIGH ST & S EVANS ST,1
40.1550603,-75.1022513,DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; Station 381; 2015-12-10 @ 23:58:13;,19040,EMS: CARDIAC EMERGENCY,2015/12/10 23:58,UPPER MORELAND,DAVISVILLE RD & PENNYPACK RD,1
40.0837614,-75.1422046,WASHINGTON LN & W CHURCH RD;  CHELTENHAM; Station 358A; 2015-12-11 @ 00:01:29;,19095,EMS: RESPIRATORY EMERGENCY,2015/12/11 0:01,CHELTENHAM,WASHINGTON LN & W CHURCH RD,1
40.1191612,-75.3423774,OAK ST & MAPLE ALY;  NORRISTOWN; Station 308A; 2015-12-11 @ 00:36:02;,19401,EMS: MATERNITY,2015/12/11 0:36,NORRISTOWN,OAK ST & MAPLE ALY,1
40.088204,-75.326639,RIVER RD & 3RD ST;  UPPER MERION; Station 317; 2015-12-11 @ 00:55:01;,19406,EMS: HEAD INJURY,2015/12/11 0:55,UPPER MERION,RIVER RD & 3RD ST,1
40.1663037,-75.4202852,RIDGE PIKE & S GRANGE AVE;  LOWER PROVIDENCE; Station 322; 2015-12-11 @ 01:05:27;,19403,EMS: UNCONSCIOUS SUBJECT,2015/12/11 1:05,LOWER PROVIDENCE,RIDGE PIKE & S GRANGE AVE,1
40.27503,-75.4298706,GRUBB RD & LARSON RD;  UPPER SALFORD; Station 331; 2015-12-11 @ 01:14:20;,19473,EMS: SUBJECT IN PAIN,2015/12/11 1:14,UPPER SALFORD,GRUBB RD & LARSON RD,1
40.1507107,-75.0552739,RED LION RD & RR CROSSING; LOWER MORELAND; 2015-12-11 @ 01:15:42;,,Traffic: DISABLED VEHICLE -,2015/12/11 1:15,LOWER MORELAND,RED LION RD & RR CROSSING,1
40.0121546,-75.2995188,DREYCOTT LN & W LANCASTER AVE;  LOWER MERION; Station 313; 2015-12-11 @ 01:29:52;,19041,EMS: NAUSEA/VOMITING,2015/12/11 1:29,LOWER MERION,DREYCOTT LN & W LANCASTER AVE,1
40.1125844,-75.3297589,AIRY ST & TREMONT AVE;  NORRISTOWN; Station 308A; 2015-12-11 @ 02:00:40;,19401,EMS: HEMORRHAGING,2015/12/11 2:00,NORRISTOWN,AIRY ST & TREMONT AVE,1
40.1185944,-75.1626529,PENN AVE & GARFIELD AVE;  ABINGTON; Station 383; 2015-12-11 @ 02:10:29;,19038,EMS: DIZZINESS,2015/12/11 2:10,ABINGTON,PENN AVE & GARFIELD AVE,1
40.082481,-75.324636,RIVER RD & SWEDELAND RD; UPPER MERION; 2015-12-11 @ 02:26:33-Station:STA48;,19406,Fire: FIRE ALARM,2015/12/11 2:26,UPPER MERION,RIVER RD & SWEDELAND RD,1
40.0025642,-75.2236498,CITY AVE & N 47TH ST; LOWER MERION; 2015-12-11 @ 02:34:58;,19004,Traffic: VEHICLE ACCIDENT -,2015/12/11 2:34,LOWER MERION,CITY AVE & N 47TH ST,1
40.125582,-75.3205245,NORTH HILLS DR & JANEWAY DR;  NORRISTOWN; Station 308A; 2015-12-11 @ 03:02:34;,19401,EMS: RESPIRATORY EMERGENCY,2015/12/11 3:02,NORRISTOWN,NORTH HILLS DR & JANEWAY DR,1
40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2015-12-11 @ 03:09:08;,19046,EMS: RESPIRATORY EMERGENCY,2015/12/11 3:09,ABINGTON,THE FAIRWAY  & RYDAL RD,1
40.183013,-75.535937,4TH AVE & SPRING ST;  ROYERSFORD; Station 325; 2015-12-11 @ 03:15:36;,19468,EMS: HEMORRHAGING,2015/12/11 3:15,ROYERSFORD,4TH AVE & SPRING ST,1
40.2349983,-75.2166077,WOODSTREAM WAY & CHERRYWOOD DR;  MONTGOMERY; Station 345A; 2015-12-11 @ 03:16:28;,19454,EMS: FALL VICTIM,2015/12/11 3:16,MONTGOMERY,WOODSTREAM WAY & CHERRYWOOD DR,1
40.04571,-75.298728,GREEN VALLEY RD & MT PLEASANT RD; LOWER MERION; 2015-12-11 @ 03:27:07-Station:STA24;,19010,Fire: FIRE ALARM,2015/12/11 3:27,LOWER MERION,GREEN VALLEY RD & MT PLEASANT RD,1
40.1148759,-75.3403903,GREEN ST & E AIRY ST;  NORRISTOWN; Station 308A; 2015-12-11 @ 03:50:26;,19401,EMS: CHOKING,2015/12/11 3:50,NORRISTOWN,GREEN ST & E AIRY ST,1
40.0802937,-75.3060477,6TH AVE & WOOD ST;  CONSHOHOCKEN; Station 313A; 2015-12-11 @ 03:47:25;,19428,EMS: LACERATIONS,2015/12/11 3:47,CONSHOHOCKEN,6TH AVE & WOOD ST,1
40.0794421,-75.3068746,WOOD ST & W 5TH AVE;  CONSHOHOCKEN; Station 313A; 2015-12-11 @ 03:47:25;,19428,EMS: LACERATIONS,2015/12/11 3:47,CONSHOHOCKEN,WOOD ST & W 5TH AVE,1
40.2641787,-75.656005,HARMONY DR & W HARMONY DR;  POTTSTOWN; Station 329; 2015-12-11 @ 03:59:09;,19464,EMS: HEAD INJURY,2015/12/11 3:59,POTTSTOWN,HARMONY DR & W HARMONY DR,1
40.1142023,-75.3268041,NEW HOPE ST & CEDAR LN;  NORRISTOWN; Station 308A; 2015-12-11 @ 04:05:26;,19401,EMS: MEDICAL ALERT ALARM,2015/12/11 4:05,NORRISTOWN,NEW HOPE ST & CEDAR LN,1
40.0117673,-75.2946732,MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; Station 313; 2015-12-11 @ 04:11:35;,19041,EMS: HEAD INJURY,2015/12/11 4:11,LOWER MERION,MONTGOMERY AVE & WOODSIDE RD,1
40.2905586,-75.2851444,SANDSTONE DR & NORTH PENN RD; HATFIELD TOWNSHIP; 2015-12-11 @ 04:19:56-Station:STA17;,19440,Fire: FIRE ALARM,2015/12/11 4:19,HATFIELD TOWNSHIP,SANDSTONE DR & NORTH PENN RD,1
40.1466487,-75.2192771,CHURCH ST & S MAIN ST; AMBLER; 2015-12-11 @ 04:31:00-Station:STA7;,19002,Fire: CARBON MONOXIDE DETECTOR,2015/12/11 4:31,AMBLER,CHURCH ST & S MAIN ST,1
40.1355778,-75.2738513,SENTRY PKWY & WALTON RD; WHITPAIN; 2015-12-11 @ 04:38:11-Station:STA33;,19422,Fire: FIRE ALARM,2015/12/11 4:38,WHITPAIN,SENTRY PKWY & WALTON RD,1
40.4024419,-75.4994835,MAIN ST & FRONT ST; PENNSBURG; 2015-12-11 @ 04:36:27-Station:STA65;,18073,Fire: TRASH/DUMPSTER FIRE,2015/12/11 4:36,PENNSBURG,MAIN ST & FRONT ST,1
40.1653934,-75.2829046,NORTHGATE BLVD & QUAKERTOWN RD; WHITPAIN; 2015-12-11 @ 05:19:35;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 5:19,WHITPAIN,NORTHGATE BLVD & QUAKERTOWN RD,1
40.1489915,-75.260516,SKIPPACK PIKE & WALTON RD; WHITPAIN; 2015-12-11 @ 05:20:59;,19422,Traffic: DISABLED VEHICLE -,2015/12/11 5:20,WHITPAIN,SKIPPACK PIKE & WALTON RD,1
40.4014255,-75.4939718,RT663 & QUAKERTOWN AVE; UPPER HANOVER; 2015-12-11 @ 05:19:35;,18073,Traffic: VEHICLE ACCIDENT -,2015/12/11 5:19,UPPER HANOVER,RT663 & QUAKERTOWN AVE,1
40.3881677,-75.5059427,RT663; UPPER HANOVER; 2015-12-11 @ 05:27:49-Station:STA65;,18073,Fire: VEHICLE ACCIDENT,2015/12/11 5:27,UPPER HANOVER,RT663,1
40.1498641,-75.3646526,EAGLE DR & BURNSIDE AVE; WEST NORRITON; 2015-12-11 @ 05:55:06-Station:STA46;,19403,Fire: FIRE ALARM,2015/12/11 5:55,WEST NORRITON,EAGLE DR & BURNSIDE AVE,1
40.161709,-75.1959681,HONEY RUN RD & JEFFERSON RD;  UPPER DUBLIN; Station 351; 2015-12-11 @ 06:01:00;,19002,EMS: RESPIRATORY EMERGENCY,2015/12/11 6:01,UPPER DUBLIN,HONEY RUN RD & JEFFERSON RD,1
40.2552707,-75.3407218,WOODS DR & DETWILER RD;  TOWAMENCIN; Station 345B; 2015-12-11 @ 06:05:42;,19446,EMS: DIZZINESS,2015/12/11 6:05,TOWAMENCIN,WOODS DR & DETWILER RD,1
40.3256048,-75.3249254,WASHINGTON AVE & E HAMLIN AVE;  TELFORD; Station 339; 2015-12-11 @ 06:16:36;,18969,EMS: RESPIRATORY EMERGENCY,2015/12/11 6:16,TELFORD,WASHINGTON AVE & E HAMLIN AVE,1
40.148858,-75.2328423,DETWEILER LN & BUTLER PIKE;  WHITEMARSH; Station 318; 2015-12-11 @ 06:19:42;,19002,EMS: MEDICAL ALERT ALARM,2015/12/11 6:19,WHITEMARSH,DETWEILER LN & BUTLER PIKE,1
40.155827,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD; EAST NORRITON; 2015-12-11 @ 06:17:56;,19403,Traffic: VEHICLE ACCIDENT -,2015/12/11 6:17,EAST NORRITON,GERMANTOWN PIKE & BRIDLE PATH RD,1
40.1290496,-75.3288609,POWELL ST & E LOGAN ST;  NORRISTOWN; Station 308A; 2015-12-11 @ 06:23:57;,19401,EMS: FALL VICTIM,2015/12/11 6:23,NORRISTOWN,POWELL ST & E LOGAN ST,1
40.1098472,-75.3937796,BEIDLER RD & SARATOGA RD;  UPPER MERION; Station 317; 2015-12-11 @ 06:27:29;,19406,EMS: GENERAL WEAKNESS,2015/12/11 6:27,UPPER MERION,BEIDLER RD & SARATOGA RD,1
40.2763043,-75.5650236,SWAMP PIKE & SANATOGA RD; NEW HANOVER; 2015-12-11 @ 06:34:05;,19525,Traffic: DISABLED VEHICLE -,2015/12/11 6:34,NEW HANOVER,SWAMP PIKE & SANATOGA RD,1
40.3055837,-75.4903214,WESTVIEW DR & ASH WAY;  UPPER FREDERICK; Station 344A; 2015-12-11 @ 06:38:39;,18074,EMS: ABDOMINAL PAINS,2015/12/11 6:38,UPPER FREDERICK,WESTVIEW DR & ASH WAY,1
40.2919414,-75.5420241,COLONIAL RD & HILDEBEIDEL RD;  UPPER FREDERICK; Station 331; 2015-12-11 @ 06:55:44;,18074,EMS: MEDICAL ALERT ALARM,2015/12/11 6:55,UPPER FREDERICK,COLONIAL RD & HILDEBEIDEL RD,1
40.2431339,-75.6464342,SOUTH ST & S EVANS ST; POTTSTOWN; 2015-12-11 @ 07:04:00;,19464,Traffic: VEHICLE ACCIDENT -,2015/12/11 7:04,POTTSTOWN,SOUTH ST & S EVANS ST,1
40.0249667,-75.2829046,SCHUYLKILL EXPY & MILL CREEK RD UNDERPASS; LOWER MERION; 2015-12-11 @ 07:09:41;,,Traffic: DISABLED VEHICLE -,2015/12/11 7:09,LOWER MERION,SCHUYLKILL EXPY & MILL CREEK RD UNDERPASS,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-11 @ 07:17:26;,19403,EMS: FALL VICTIM,2015/12/11 7:17,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1497607,-75.4785811,EDGEHILL LN & HOLLOW RD; UPPER PROVIDENCE; 2015-12-11 @ 07:23:38;,19460,Traffic: VEHICLE ACCIDENT -,2015/12/11 7:23,UPPER PROVIDENCE,EDGEHILL LN & HOLLOW RD,1
40.2469315,-75.6439204,CHESTNUT ST & N FRANKLIN ST; POTTSTOWN; 2015-12-11 @ 07:26:10-Station:STA69;,19464,Fire: GAS-ODOR/LEAK,2015/12/11 7:26,POTTSTOWN,CHESTNUT ST & N FRANKLIN ST,1
40.0134468,-75.2361093,E LEVERING MILL RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2015-12-11 @ 07:29:58;,19004,Traffic: VEHICLE ACCIDENT -,2015/12/11 7:29,LOWER MERION,E LEVERING MILL RD & CONSHOHOCKEN STATE RD,1
40.079443,-75.331833,RENAISSANCE BLVD & SWEDELAND RD; UPPER MERION; 2015-12-11 @ 07:28:48;,19406,Traffic: VEHICLE ACCIDENT -,2015/12/11 7:28,UPPER MERION,RENAISSANCE BLVD & SWEDELAND RD,1
40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2015-12-11 @ 07:31:07;,19046,EMS: HEMORRHAGING,2015/12/11 7:31,ABINGTON,THE FAIRWAY  & RYDAL RD,1
40.1313819,-75.3547959,JAMES ST & FOREST AVE; WEST NORRITON; 2015-12-11 @ 07:42:01;,19401,Traffic: VEHICLE ACCIDENT -,2015/12/11 7:42,WEST NORRITON,JAMES ST & FOREST AVE,1
40.1527341,-75.2264827,BUTLER AVE & S CHESTNUT ST;  AMBLER; Station 351; 2015-12-11 @ 07:53:34;,19002,EMS: RESPIRATORY EMERGENCY,2015/12/11 7:53,AMBLER,BUTLER AVE & S CHESTNUT ST,1
40.2566279,-75.2612699,LINE ST & COWPATH RD; HATFIELD TOWNSHIP; 2015-12-11 @ 07:58:37-Station:STA12;,19446,Fire: UNKNOWN TYPE FIRE,2015/12/11 7:58,HATFIELD TOWNSHIP,LINE ST & COWPATH RD,1
40.1564481,-75.1220797,EASTON RD & ANDREA DR;  UPPER MORELAND; Station 381; 2015-12-11 @ 08:01:43;,19090,EMS: UNRESPONSIVE SUBJECT,2015/12/11 8:01,UPPER MORELAND,EASTON RD & ANDREA DR,1
40.1211757,-75.1333613,SUSQUEHANNA RD & EASTON RD; ABINGTON; 2015-12-11 @ 08:04:24;,19001,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:04,ABINGTON,SUSQUEHANNA RD & EASTON RD,1
40.1236821,-75.3254952,GLENN VALLEY DR & E ROBERTS ST;  NORRISTOWN; Station 308A; 2015-12-11 @ 08:06:51;,19401,EMS: FALL VICTIM,2015/12/11 8:06,NORRISTOWN,GLENN VALLEY DR & E ROBERTS ST,1
40.2414952,-75.2837862,HANCOCK ST & RR CROSSING; LANSDALE; 2015-12-11 @ 08:06:28;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:06,LANSDALE,HANCOCK ST & RR CROSSING,1
40.344816,-75.3623206,BARNDT RD & COWPATH RD; SALFORD; 2015-12-11 @ 08:11:35-Station:STA72;,18969,Fire: BUILDING FIRE,2015/12/11 8:11,SALFORD,BARNDT RD & COWPATH RD,1
40.0823492,-75.1613157,LIMEKILN PIKE & GREENWOOD AVE; CHELTENHAM; 2015-12-11 @ 08:12:11;,19095,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:12,CHELTENHAM,LIMEKILN PIKE & GREENWOOD AVE,1
40.1848404,-75.1205124,CEDAR AVE & COTTAGE AVE; HORSHAM; 2015-12-11 @ 08:11:42;,19044,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:11,HORSHAM,CEDAR AVE & COTTAGE AVE,1
40.129538,-75.3246363,E JOHNSON HWY & DEKALB PIKE; NORRISTOWN; 2015-12-11 @ 08:13:29;,19401,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:13,NORRISTOWN,E JOHNSON HWY & DEKALB PIKE,1
40.1198332,-75.1253492,SUSQUEHANNA RD & TYSON AVE OVERPASS; ABINGTON; 2015-12-11 @ 08:04:24;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:04,ABINGTON,SUSQUEHANNA RD & TYSON AVE OVERPASS,1
40.2290075,-75.3878525,BROAD ST & S WAYNE AVE;  HATFIELD BORO; Station 345; 2015-12-11 @ 08:20:51;,,EMS: GENERAL WEAKNESS,2015/12/11 8:20,HATFIELD BORO,BROAD ST & S WAYNE AVE,1
40.0850736,-75.3886248,GULPH RD & W DEKALB PIKE; UPPER MERION; 2015-12-11 @ 08:21:47-Station:STA47;,19406,Fire: ELECTRICAL FIRE OUTSIDE,2015/12/11 8:21,UPPER MERION,GULPH RD & W DEKALB PIKE,1
40.0931406,-75.3677644,W DEKALB PIKE & TOWN CENTER RD; UPPER MERION; 2015-12-11 @ 08:26:35;,19406,Traffic: DISABLED VEHICLE -,2015/12/11 8:26,UPPER MERION,W DEKALB PIKE & TOWN CENTER RD,1
40.0279994,-75.3122906,NEW GULPH RD & CAVERSHAM RD;  LOWER MERION; Station 313; 2015-12-11 @ 08:29:10;,19010,EMS: SUBJECT IN PAIN,2015/12/11 8:29,LOWER MERION,NEW GULPH RD & CAVERSHAM RD,1
40.1086301,-75.1231264,OLD YORK RD & HIDDEN LN; ABINGTON; 2015-12-11 @ 08:26:36;,19001,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:26,ABINGTON,OLD YORK RD & HIDDEN LN,1
40.2212266,-75.2887369,SUMNEYTOWN PIKE & RR OVERPASS;  UPPER GWYNEDD; Station 345B; 2015-12-11 @ 08:31:15;,,EMS: SUBJECT IN PAIN,2015/12/11 8:31,UPPER GWYNEDD,SUMNEYTOWN PIKE & RR OVERPASS,1
40.2394356,-75.2362381,HORSHAM RD & DOYLESTOWN PIKE; MONTGOMERY; 2015-12-11 @ 08:32:15;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:32,MONTGOMERY,HORSHAM RD & DOYLESTOWN PIKE,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-11 @ 08:44:20;,19403,EMS: CARDIAC EMERGENCY,2015/12/11 8:44,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.204159,-75.1723943,HORSHAM RD & CAREDEAN DR; HORSHAM; 2015-12-11 @ 08:41:39;,19044,Traffic: VEHICLE ACCIDENT -,2015/12/11 8:41,HORSHAM,HORSHAM RD & CAREDEAN DR,1
40.4339309,-75.4680749,COUNTY LINE RD & BAUS RD;  LEHIGH COUNTY; Station 369; 2015-12-11 @ 08:46:05;,18041,EMS: CVA/STROKE,2015/12/11 8:46,LEHIGH COUNTY,COUNTY LINE RD & BAUS RD,1
40.297967,-75.2960191,BERGEY RD & CAMPUS DR; HATFIELD TOWNSHIP; 2015-12-11 @ 08:50:08-Station:STA17;,19440,Fire: FIRE ALARM,2015/12/11 8:50,HATFIELD TOWNSHIP,BERGEY RD & CAMPUS DR,1
40.0836572,-75.1647407,GREENWOOD AVE; CHELTENHAM; 2015-12-11 @ 08:47:58-Station:STA1;,19095,Fire: DEBRIS/FLUIDS ON HIGHWAY,2015/12/11 8:47,CHELTENHAM,GREENWOOD AVE,1
40.1847975,-75.286879,TWIN SILO DR & MORRIS RD; WHITPAIN; 2015-12-11 @ 08:46:58-Station:STA33;,19422,Fire: FIRE ALARM,2015/12/11 8:46,WHITPAIN,TWIN SILO DR & MORRIS RD,1
40.1545535,-75.2215651,PARK ON ALLENTOWN  ; AMBLER; 2015-12-11 @ 08:50:55;,,Traffic: DISABLED VEHICLE -,2015/12/11 8:50,AMBLER,PARK ON ALLENTOWN,1
40.1793752,-75.2362381,RT309 EXPY & NORRISTOWN RD UNDERPASS; LOWER GWYNEDD; 2015-12-11 @ 08:49:07;,,Traffic: DISABLED VEHICLE -,2015/12/11 8:49,LOWER GWYNEDD,RT309 EXPY & NORRISTOWN RD UNDERPASS,1
40.1793752,-75.2362381,RT309 EXPY & NORRISTOWN RD UNDERPASS; LOWER GWYNEDD; 2015-12-11 @ 08:50:04;,,Traffic: DISABLED VEHICLE -,2015/12/11 8:50,LOWER GWYNEDD,RT309 EXPY & NORRISTOWN RD UNDERPASS,1
40.092353,-75.138325,GREENWOOD AVE & E GLENSIDE AVE; CHELTENHAM; 2015-12-11 @ 08:47:35;,19095,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,2015/12/11 8:47,CHELTENHAM,GREENWOOD AVE & E GLENSIDE AVE,1
40.092353,-75.138325,GREENWOOD AVE & E GLENSIDE AVE; CHELTENHAM; 2015-12-11 @ 08:47:58-Station:STA1;,19095,Fire: DEBRIS/FLUIDS ON HIGHWAY,2015/12/11 8:47,CHELTENHAM,GREENWOOD AVE & E GLENSIDE AVE,1
40.1255016,-75.3217964,NORTH HILLS DR & NATALIE LN;  NORRISTOWN; Station 308A; 2015-12-11 @ 08:54:14;,19401,EMS: HEMORRHAGING,2015/12/11 8:54,NORRISTOWN,NORTH HILLS DR & NATALIE LN,1
40.3490683,-75.4818301,DOGWOOD DR & GREEN HILL DR;  MARLBOROUGH; Station 344A; 2015-12-11 @ 08:57:50;,18054,EMS: CARDIAC EMERGENCY,2015/12/11 8:57,MARLBOROUGH,DOGWOOD DR & GREEN HILL DR,1
40.1899626,-75.5355215,CHURCH ST & N 7TH AVE;  ROYERSFORD; Station 325; 2015-12-11 @ 09:06:33;,19468,EMS: UNRESPONSIVE SUBJECT,2015/12/11 9:06,ROYERSFORD,CHURCH ST & N 7TH AVE,1
40.2864378,-75.2637619,BETHLEHEM PIKE & HILLTOWN PIKE; HATFIELD TOWNSHIP; 2015-12-11 @ 09:14:04-Station:STA12;,19440,Fire: GAS-ODOR/LEAK,2015/12/11 9:14,HATFIELD TOWNSHIP,BETHLEHEM PIKE & HILLTOWN PIKE,1
40.1335334,-75.0564601,CAMPUS DR & BUCK RD; BRYN ATHYN; 2015-12-11 @ 09:29:49-Station:STA11;,19009,Fire: FIRE ALARM,2015/12/11 9:29,BRYN ATHYN,CAMPUS DR & BUCK RD,1
40.1195768,-75.0622361,PHILMONT AVE & ANNE ST; LOWER MORELAND; 2015-12-11 @ 09:32:05-Station:STA8;,19006,Fire: FIRE ALARM,2015/12/11 9:32,LOWER MORELAND,PHILMONT AVE & ANNE ST,1
40.0879229,-75.2832089,RED RAMBLER DR & WISTERIA LN;  WHITEMARSH; Station 318; 2015-12-11 @ 09:33:14;,19444,EMS: MEDICAL ALERT ALARM,2015/12/11 9:33,WHITEMARSH,RED RAMBLER DR & WISTERIA LN,1
40.1823738,-75.1049136,YORK RD & VILLAGE PL;  HATBORO; Station 384; 2015-12-11 @ 09:38:57;,19040,EMS: SYNCOPAL EPISODE,2015/12/11 9:38,HATBORO,YORK RD & VILLAGE PL,1
40.0812601,-75.1370254,LIMEKILN PIKE & RT309 EXPY SB;  CHELTENHAM; Station 358A; 2015-12-11 @ 09:37:59;,,EMS: UNKNOWN MEDICAL EMERGENCY,2015/12/11 9:37,CHELTENHAM,LIMEKILN PIKE & RT309 EXPY SB,1
40.2456734,-75.2796667,BROAD ST & E 6TH ST; LANSDALE; 2015-12-11 @ 09:45:42-Station:STA14;,19446,Fire: FIRE ALARM,2015/12/11 9:45,LANSDALE,BROAD ST & E 6TH ST,1
40.3858833,-75.4654069,FINLAND RD & GERYVILLE PIKE;  UPPER HANOVER; Station 369; 2015-12-11 @ 09:54:31;,18073,EMS: GENERAL WEAKNESS,2015/12/11 9:54,UPPER HANOVER,FINLAND RD & GERYVILLE PIKE,1
40.0902994,-75.1040868,BEVERLY RD & FORREST AVE; ABINGTON; 2015-12-11 @ 09:53:22;,19046,Traffic: VEHICLE ACCIDENT -,2015/12/11 9:53,ABINGTON,BEVERLY RD & FORREST AVE,1
40.2309343,-75.5221245,LIGHTCAP RD & SANATOGA SPRINGS DR;  LIMERICK; Station 324A; 2015-12-11 @ 09:58:14;,19468,EMS: SEIZURES,2015/12/11 9:58,LIMERICK,LIGHTCAP RD & SANATOGA SPRINGS DR,1
40.0933278,-75.2819813,RIDGE PIKE & MALAN DR; WHITEMARSH; 2015-12-11 @ 10:15:57;,19428,Traffic: VEHICLE ACCIDENT -,2015/12/11 10:15,WHITEMARSH,RIDGE PIKE & MALAN DR,1
40.1234522,-75.350889,OAK ST & BODEY ALY;  NORRISTOWN; Station 308A; 2015-12-11 @ 10:18:38;,19401,EMS: RESPIRATORY EMERGENCY,2015/12/11 10:18,NORRISTOWN,OAK ST & BODEY ALY,1
39.9955678,-75.2598013,HONEYSUCKLE LN & STRAWBERRY LN;  LOWER MERION; Station 313; 2015-12-11 @ 10:22:27;,19096,EMS: CARDIAC EMERGENCY,2015/12/11 10:22,LOWER MERION,HONEYSUCKLE LN & STRAWBERRY LN,1
40.1385244,-75.5032506,BRIDGE ST;  UPPER PROVIDENCE; Station 3A85; 2015-12-11 @ 10:29:13;,,EMS: VEHICLE ACCIDENT,2015/12/11 10:29,UPPER PROVIDENCE,BRIDGE ST,1
40.1258785,-75.0861109,WALLER DR & WELSH RD; LOWER MORELAND; 2015-12-11 @ 10:30:32;,19006,Traffic: ROAD OBSTRUCTION -,2015/12/11 10:30,LOWER MORELAND,WALLER DR & WELSH RD,1
40.1723141,-75.4927278,BRIDGE ST & RR OVERPASS; UPPER PROVIDENCE; 2015-12-11 @ 10:33:12;,,Traffic: VEHICLE ACCIDENT -,2015/12/11 10:33,UPPER PROVIDENCE,BRIDGE ST & RR OVERPASS,1
40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2015-12-11 @ 10:34:58;,19406,EMS: UNCONSCIOUS SUBJECT,2015/12/11 10:34,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,1
40.1156859,-75.3329667,VIOLET ST & E OAK ST; NORRISTOWN; 2015-12-11 @ 10:32:59-Station:STA27;,19401,Fire: GAS-ODOR/LEAK,2015/12/11 10:32,NORRISTOWN,VIOLET ST & E OAK ST,1
40.1385244,-75.5032506,BRIDGE ST; UPPER PROVIDENCE; 2015-12-11 @ 10:37:33-Station:STA99;,,Fire: VEHICLE ACCIDENT,2015/12/11 10:37,UPPER PROVIDENCE,BRIDGE ST,1
40.243582,-75.281722,BROAD ST & E 4TH ST;  LANSDALE; Station 345; 2015-12-11 @ 10:36:28;,19446,EMS: CVA/STROKE,2015/12/11 10:36,LANSDALE,BROAD ST & E 4TH ST,1
40.0360186,-75.2877431,BLACK ROCK RD & ROCK CREEK RD; LOWER MERION; 2015-12-11 @ 10:38:51-Station:STA24;,19035,Fire: FIRE INVESTIGATION,2015/12/11 10:38,LOWER MERION,BLACK ROCK RD & ROCK CREEK RD,1
40.1764038,-75.2250294,N BETHLEHEM PIKE & SPRINGWOOD LN; LOWER GWYNEDD; 2015-12-11 @ 10:39:19;,19002,Traffic: VEHICLE ACCIDENT -,2015/12/11 10:39,LOWER GWYNEDD,N BETHLEHEM PIKE & SPRINGWOOD LN,1
40.1517793,-75.0415703,WARFIELD DR & BOBWHITE LN; LOWER MORELAND; 2015-12-11 @ 10:45:57;,19006,Traffic: ROAD OBSTRUCTION -,2015/12/11 10:45,LOWER MORELAND,WARFIELD DR & BOBWHITE LN,1
40.1801046,-75.3625298,VALLEY FORGE RD & STUMP HALL RD; WORCESTER; 2015-12-11 @ 10:44:35;,19403,Traffic: VEHICLE ACCIDENT -,2015/12/11 10:44,WORCESTER,VALLEY FORGE RD & STUMP HALL RD,1
